AFRICANO,ALEMAN,ANDINO,ARABE,ARMENIO,BELGA,BRITÁNICO,CHINO,COREANO,ESCANDINAVO,ESPAÑOL,ESTE EUROPEO,FRANCES,GERMANICO,GRIEGO,HEBREO,HINDU,HOLANDES,IBERICO,ITALIANO,JAPONES,JUJUY,NOA,PORTUGUES,SUIZOS,SUR,TAILANDIA,TIERRAS BAJAS,VASCO,departamento_id,departamento_nombre,provincia_nombre,AAR,GERMANICO-ALEMAN
0,33,0,16,0,0,12,28,43,4,2446,27,91,18,0,1,0,39,4,476,6,1,1,17,35,15,0,1,853,022077,LIBERTAD,Chaco,5,30
0,138,678,440,0,3,181,39,1,10,40747,209,593,74,26,18,4,6,214,8042,31,98,207,144,1,128,41,13,8397,050070,MAIPU,Mendoza,596,75
0,261,408,356,1,1,161,0,0,14,30578,285,496,93,19,19,5,11,120,7476,24,71,125,96,0,40,0,3,6148,050063,LUJAN,Mendoza,281,207
50,28,137,234,0,6,37,0,10,4,14635,50,130,12,5,21,5,5,50,2783,1,6,67,55,1,6,0,0,2911,050084,RIVADAVIA,Mendoza,25,8
23,24,33,33,0,1,12,0,0,4,7843,57,237,20,12,1,1,1,132,669,5,4,32,14,0,34,3,0,2192,050077,MALARGUE,Mendoza,22,13
21,339,161,715,1,1,246,14,1,35,19313,712,667,134,17,45,30,15,347,10410,52,16,101,130,1,77,0,7,4956,050007,CAPITAL,Mendoza,261,410
39,15,267,78,16,0,11,46,1,1,9794,14,58,3,5,6,3,1,28,942,1,40,33,47,0,1,28,3,1946,050126,TUPUNGATO,Mendoza,113,7
5,76,26,124,49,1,24,0,0,5,16967,839,183,44,8,5,3,2,192,1774,41,5,12,17,3,6,35,0,2262,050014,GRAL. ALVEAR,Mendoza,25,59
0,3,20,55,0,1,5,24,0,1,3561,23,42,6,5,1,7,46,16,576,0,2,17,9,48,13,0,0,1203,050112,SANTA ROSA,Mendoza,4,1
0,333,140,807,33,4,327,1,1,51,38491,587,785,173,28,50,22,19,304,14737,36,23,200,195,4,99,41,4,7631,050021,GODOY CRUZ,Mendoza,247,338
5,549,727,936,1,8,226,4,1,27,50077,632,1397,143,26,38,23,35,467,16223,47,111,283,238,3,170,23,8,12239,050028,GUAYMALLEN,Mendoza,851,338
50,25,96,68,0,0,19,0,0,1,12930,19,163,6,10,0,1,1,32,948,0,18,114,27,9,46,24,6,2103,050056,LAVALLE,Mendoza,92,4
36,241,253,478,0,27,145,1,45,24,37386,348,771,120,9,18,20,10,179,7960,46,48,255,207,42,182,0,6,8822,050049,LAS HERAS,Mendoza,392,170
4,15,76,143,0,25,35,36,0,3,9219,25,65,4,0,1,2,44,13,1109,2,6,42,18,0,8,45,14,2137,050091,SAN CARLOS,Mendoza,54,4
0,16,136,99,0,4,24,1,0,1,11253,60,178,17,4,2,4,1,57,1913,2,17,39,25,14,15,0,7,2827,050035,JUNIN,Mendoza,85,20
0,285,266,634,40,0,171,0,32,17,49938,421,700,128,3,20,28,2,456,7146,79,26,53,91,2,203,0,4,10600,050105,SAN RAFAEL,Mendoza,191,138
0,2,2,60,0,0,3,0,0,0,4147,9,23,11,0,16,0,0,39,169,1,18,20,2,0,14,33,45,819,050042,LA PAZ,Mendoza,15,0
40,66,266,483,22,16,66,2,0,5,28176,223,421,32,9,8,9,4,146,7110,10,18,192,100,1,87,0,1,6092,050098,SAN MARTIN,Mendoza,122,71
44,46,154,166,5,3,41,0,21,4,11447,31,147,23,2,1,5,1,91,1093,10,21,35,35,0,6,4,1,3742,050119,TUNUYAN,Mendoza,46,20
13,2816,7,344,0,1,318,7,17,54,23692,309,1225,999,8,9,0,17,159,9412,35,9,15,207,2,4,0,3,5732,030056,GUALEGUAYCHU,Entre Rios,39,1247
28,422,0,16,0,1,86,0,0,19,4870,85,600,77,0,2,10,21,69,568,9,0,10,18,11,25,0,1,879,030088,SAN SALVADOR,Entre Rios,15,210
37,889,7,33,33,0,38,0,0,10,5991,113,223,192,43,17,0,2,56,2252,42,1,1,31,1,2,0,1,1426,030091,TALA,Entre Rios,24,277
50,690,3,18,33,25,49,0,0,20,6341,81,164,103,36,2,1,12,87,909,1,0,4,58,0,0,3,39,1457,030035,FEDERAL,Entre Rios,11,288
26,333,7,48,2,1,256,7,3,20,11984,131,346,235,0,3,5,16,40,6401,5,5,10,254,2,35,44,33,2664,030028,FEDERACION,Entre Rios,18,210
23,1645,5,57,46,0,84,0,39,12,7215,46,450,235,2,24,4,12,135,2567,4,2,1,15,0,21,0,0,1767,030077,NOGOYA,Entre Rios,18,447
23,748,8,123,2,25,274,2,38,59,14998,263,5025,161,1,5,2,59,258,2692,35,2,7,167,3,7,0,23,2412,030008,COLON,Entre Rios,12,204
0,512,11,239,2,46,124,2,5,4,12649,141,263,179,14,11,2,8,51,3092,10,0,3,25,0,2,9,1,2292,030049,GUALEGUAY,Entre Rios,43,234
50,4757,26,192,1,50,258,2,0,34,5588,283,209,747,0,11,35,51,31,1915,6,1,10,35,23,3,0,1,1765,030021,DIAMANTE,Entre Rios,21,1161
43,1819,11,263,0,1,352,1,0,27,18203,644,2948,462,0,46,9,36,224,5026,10,2,25,329,3,2,29,1,5031,030098,URUGUAY,Entre Rios,58,990
0,69,4,9,40,17,48,16,50,6,3973,18,47,16,0,1,0,1,10,466,18,0,5,45,0,0,0,2,1031,030042,FELICIANO,Entre Rios,2,49
0,157,1,22,0,22,14,49,0,21,3041,98,72,35,1,5,2,1,7,654,5,0,0,33,0,1,0,23,613,030063,ISLAS DEL IBICUY,Entre Rios,13,87
0,1469,6,104,0,7,143,0,23,14,16114,204,326,281,0,56,4,30,109,2991,1,2,1,153,1,1,0,0,3023,030070,LA PAZ,Entre Rios,10,458
0,351,8,92,0,1,66,0,46,5,10301,59,259,66,2,2,22,3,42,2473,6,44,14,20,0,4,39,6,2186,030105,VICTORIA,Entre Rios,8,111
0,2372,15,262,0,15,358,3,2,30,33499,739,1425,404,3,18,2,14,212,11388,39,0,22,550,6,8,0,88,7640,030015,CONCORDIA,Entre Rios,84,975
31,930,5,81,39,50,127,2,27,177,14874,251,687,266,7,17,9,9,59,1558,7,0,40,76,0,2,0,1,2781,030113,VILLAGUAY,Entre Rios,86,481
2,107,1719,236,2,1,107,25,1,8,24907,88,201,3,6,1,42,0,4,1028,19,491,327,20,3,11,0,177,4921,038063,SAN PEDRO,Jujuy,121,6
0,1,276,1,0,0,0,0,41,0,620,15,84,34,0,12,0,28,0,5,0,30,15,2,4,50,0,21,202,038105,VALLE GRANDE,Jujuy,8,0
1,11,1363,13,0,6,2,48,30,0,2376,6,14,1,0,1,1,0,2,61,29,427,53,0,0,33,0,1,501,038094,TILCARA,Jujuy,38,1
0,3,492,0,25,24,4,20,21,0,881,15,34,0,10,0,31,0,43,43,20,13,55,0,0,47,0,0,69,038077,SANTA CATALINA,Jujuy,11,0
0,32,184,20,0,0,31,48,0,0,410,50,0,28,44,8,0,44,0,0,0,33,129,0,0,27,0,41,42,038049,RINCONADA,Jujuy,5,0
0,62,3884,143,4,19,23,19,30,10,19218,75,246,1,2,1,19,2,5,1050,32,1016,395,62,2,3,0,38,3886,038014,EL CARMEN,Jujuy,350,14
2,47,572,4,29,15,1,46,0,20,1010,16,4,1,4,1,0,38,0,12,0,346,13,1,0,1,0,0,193,038098,TUMBAYA,Jujuy,10,0
7,1,939,1,0,0,1,0,23,1,2639,0,2,0,0,0,0,0,1,10,0,1247,165,2,29,17,0,0,421,038007,COCHINOCA,Jujuy,43,0
46,87,2251,138,0,2,68,1,0,7,26338,56,235,4,5,2,49,3,8,873,14,374,445,59,1,6,12,198,4164,038035,LEDESMA,Jujuy,111,1
0,1,268,5,0,0,10,12,50,1,1498,3,6,1,3,0,6,0,0,26,45,113,14,39,0,5,0,9,225,038056,SAN ANTONIO,Jujuy,12,0
43,1,189,33,36,1,20,15,0,0,1097,26,6,0,27,0,0,0,0,1,0,175,109,0,0,5,38,0,100,038084,SUSQUES,Jujuy,2,0
0,20,2079,15,6,47,12,3,0,0,5026,20,34,15,0,0,1,0,1,57,0,477,82,4,25,1,0,3,958,038112,YAVI,Jujuy,149,1
48,6,435,24,0,0,15,0,46,23,5441,4,50,1,23,0,8,17,0,118,1,140,59,4,4,1,0,47,717,038070,SANTA BARBARA,Jujuy,16,4
1,8,1921,14,1,26,1,12,42,1,4418,3,31,0,4,0,13,0,1,31,2,350,49,3,11,0,31,1,605,038028,HUMAHUACA,Jujuy,36,1
5,447,9058,1197,6,5,276,2,2,54,56800,398,1102,8,21,8,55,16,16,3142,29,4682,657,154,1,44,0,61,14140,038021,DR.MANUEL BELGRANO,Jujuy,816,43
0,76,2990,88,1,0,21,18,41,8,13445,44,164,15,1,0,8,11,1,510,2,719,252,32,0,3,25,6,2535,038042,PALPALA,Jujuy,115,8
28,448,6,41,0,17,113,2,42,37,6522,925,107,649,0,1,1,3,267,629,51,5,1,1180,0,1,0,1,1379,054049,GRAL.MANUEL BELGRANO,Misiones,9,606
39,414,2,44,43,0,81,0,0,19,3271,591,56,286,0,12,1,2,100,280,8,1,2,490,48,5,0,1,691,054112,SAN PEDRO,Misiones,7,354
40,159,2,25,0,0,32,0,0,6,4396,633,51,157,0,1,0,3,138,326,2,3,9,587,22,7,0,4,602,054105,SAN JAVIER,Misiones,1,120
35,1102,31,18,41,16,113,0,16,22,3704,671,31,984,0,13,1,22,188,596,3,35,45,522,0,1,0,0,450,054119,25 DE MAYO,Misiones,8,913
0,2094,40,372,12,1,627,11,3,235,74785,6554,1237,1282,32,59,34,28,692,8022,210,13,33,2377,11,36,39,54,15478,054028,CAPITAL,Misiones,112,2143
14,1585,10,182,35,13,252,0,22,279,16889,4949,228,1244,2,31,4,44,260,1563,84,1,5,2158,2,13,0,6,2960,054091,OBERA,Misiones,42,1570
0,676,17,95,0,44,147,6,0,37,13590,956,192,552,1,5,3,10,138,1469,28,2,5,1062,5,4,0,15,4925,054063,IGUAZU,Misiones,22,568
23,723,2,47,28,29,107,1,0,69,18729,773,136,692,0,15,39,36,206,1009,48,3,2,634,3,1,0,5,3733,054042,ELDORADO,Misiones,32,1150
0,242,2,25,29,0,52,2,0,20,6425,468,60,126,0,1,2,2,49,463,18,0,2,379,44,1,0,0,1464,054021,CANDELARIA,Misiones,12,184
7,837,4,54,46,38,123,1,0,69,7791,2786,118,703,24,6,1,4,240,609,28,3,1,697,1,9,0,8,921,054070,L.N.ALEM,Misiones,9,726
0,34,1,35,0,45,16,2,0,1,1634,413,29,10,0,1,28,0,44,136,8,0,0,147,0,6,38,3,351,054035,C.DE LA SIERRA,Misiones,0,62
0,886,3,90,0,45,104,33,1,63,9050,2746,123,869,0,14,0,18,189,635,66,0,6,835,1,2,14,4,1093,054014,CAINGUAS,Misiones,7,1201
0,518,1,12,2,0,73,0,30,15,8670,286,78,396,13,10,1,3,129,402,4,8,4,173,0,0,44,4,1775,054084,MONTECARLO,Misiones,21,486
0,130,2,109,1,0,51,2,0,14,7871,3528,85,86,0,3,2,9,139,571,18,1,1,802,0,44,39,1,1134,054007,APOSTOLES,Misiones,11,87
44,1977,2,70,0,17,50,1,0,37,6067,584,88,1314,0,19,3,6,90,487,55,1,4,400,11,1,32,0,1829,054077,L.G.SAN MARTIN,Misiones,19,1337
0,580,6,59,0,0,101,0,0,20,12136,2235,143,399,1,33,1,4,111,706,121,6,3,641,1,6,39,2,3116,054098,SAN IGNACIO,Misiones,6,673
7,1431,1,87,18,35,238,0,0,79,11295,2048,118,983,2,38,0,20,361,656,52,0,2,2202,0,1,0,2,1134,054056,GUARANI,Misiones,19,1461
25,26,4,3,0,0,45,0,0,5,6113,35,75,8,1,15,0,1,7,354,22,1,1,72,0,0,0,3,2122,034042,PILAGAS,Formosa,4,9
24,75,13,53,0,25,225,4,0,33,19015,156,276,50,12,1,5,3,60,1546,43,5,6,419,1,1,15,31,5270,034049,PILCOMAYO,Formosa,20,101
4,24,30,16,1,4,4,0,0,1,3758,13,51,3,1,0,1,26,4,100,1,20,17,7,30,26,24,9,1073,034028,MATACOS,Formosa,3,16
0,3,13,21,17,0,20,43,21,15,3169,3,13,3,3,0,4,0,22,65,2,6,1,11,0,0,32,3,633,034063,RAMON LISTA,Formosa,2,3
22,58,13,11,0,0,41,1,28,2,6529,40,89,11,1,2,2,1,14,334,9,2,2,66,27,46,0,1,1682,034021,LAISHI,Formosa,10,28
0,15,14,13,0,9,9,0,30,8,3928,7,34,1,0,23,1,0,15,51,3,4,11,8,33,0,20,15,633,034007,BERMEJO,Formosa,11,2
1,72,103,90,41,0,64,17,0,2,27701,268,253,32,7,2,5,17,56,646,17,6,49,163,0,0,0,40,4463,034035,PATIÑO,Formosa,57,42
20,192,33,54,50,11,120,4,0,2,20709,405,234,169,2,1,21,22,70,1299,17,1,9,249,0,35,41,5,4453,034056,PIRANE,Formosa,6,200
0,470,69,230,0,1,530,4,2,23,49277,786,1197,191,10,13,57,18,291,4032,37,11,69,692,3,5,10,80,21172,034014,FORMOSA,Formosa,57,359
0,17,21,7,50,0,9,0,14,0,768,37,13,10,2,4,0,1,1,140,1,9,5,9,27,3,38,27,266,078049,RIO CHICO,Santa Cruz,31,21
0,30,34,16,1,3,26,41,9,3,1859,45,40,28,1,40,1,0,20,280,6,8,14,24,6,30,0,1,578,078035,LAGO BS AS,Santa Cruz,78,36
0,47,27,23,0,1,59,46,1,2,2084,69,44,45,28,1,10,0,31,408,0,13,14,10,18,12,0,4,580,078042,MAGALLANES,Santa Cruz,87,41
23,71,74,26,0,0,27,34,0,17,3145,85,95,15,0,1,1,5,25,333,6,23,7,25,0,16,30,13,767,078007,CORPEN AIKE,Santa Cruz,81,29
0,241,488,189,1,1,216,2,16,15,27681,390,418,128,9,15,9,3,203,2257,18,174,427,172,6,267,0,10,6461,078014,DESEADO,Santa Cruz,1041,215
0,344,729,203,0,4,306,1,0,48,21434,617,385,168,9,17,4,6,114,2881,17,257,216,189,1,160,31,7,8077,078021,GUER AIKE,Santa Cruz,1033,269
1,90,119,45,1,22,67,42,0,7,3685,134,129,51,2,3,3,1,51,1128,8,31,41,42,3,19,0,1,867,078028,LAGO ARGENTINO,Santa Cruz,108,74
0,1,0,1,0,0,1,0,0,1,2175,4,4,40,10,0,0,0,6,33,27,37,1,66,22,48,6,1,372,074063,San Martin,San Luis,0,1
0,24,3,18,0,13,13,0,0,3,2885,50,32,2,48,2,0,38,14,449,1,9,1,36,0,4,31,1,684,074021,Pringles,San Luis,3,17
0,22,4,28,28,13,6,33,0,1,4799,25,61,6,1,43,2,3,19,358,1,50,0,23,1,3,0,0,664,074042,Dupuy,San Luis,2,11
9,10,8,63,0,1,4,0,48,1,6671,21,43,4,1,50,48,2,8,429,41,33,14,38,0,10,27,1,1510,074007,Ayacucho,San Luis,8,5
12,325,88,191,0,2,167,38,1,8,32197,253,369,91,5,6,8,20,116,5858,12,13,72,173,7,22,46,1,8487,074035,Pedernera,San Luis,85,187
48,69,6,44,9,24,6,13,40,26,4636,58,88,17,0,1,1,0,14,872,3,20,9,46,25,1,0,1,1457,074028,Chacabuco,San Luis,3,42
0,3,4,3,0,41,3,0,50,0,1341,6,6,3,0,0,0,0,2,61,10,0,2,8,43,3,32,0,230,074014,Belgrano,San Luis,0,0
50,124,5,52,1,0,36,1,10,6,9517,148,97,27,5,2,4,5,50,1230,6,1,15,74,0,8,18,1,2048,074049,Junin,San Luis,27,80
3,249,128,501,13,2,179,4,1,16,50887,400,618,114,8,14,9,3,308,8031,23,23,139,400,4,59,22,1,11326,074056,Pueyrredon,San Luis,145,268
0,280,474,143,0,3,147,5,2,32,13703,431,346,161,3,10,9,9,114,4294,39,91,99,122,1,28,8,10,4219,094015,USHUAIA,Tierra del Fuego,338,228
43,2,1,1,0,35,0,50,0,8,28,0,1,1,0,41,34,26,0,5,8,30,27,39,0,0,9,11,9,094028,ANTARTIDA,Tierra del Fuego,0,0
1,273,407,193,1,1,114,2,1,24,14049,502,350,159,3,15,5,5,160,2827,25,125,140,169,1,63,49,10,6389,094008,RIO GRANDE,Tierra del Fuego,410,252
0,29,146,313,1,34,21,1,27,0,10896,10,62,1,0,2,19,1,0,528,1,34,63,30,1,3,33,5,2221,090028,FAMAILLA,Tucumán,5,1
0,272,223,768,1,41,241,3,23,48,25536,233,482,17,32,33,10,32,22,3073,20,62,179,64,12,25,0,48,3945,090119,YERBA BUENA,Tucumán,55,31
50,13,558,46,0,0,4,4,0,5,4628,11,43,1,3,1,3,1,0,286,9,59,180,1,38,1,0,1,766,090112,TRANCAS,Tucumán,42,0
0,6,1077,19,19,3,6,25,35,1,3269,8,18,2,3,1,1,2,1,86,20,70,115,15,45,8,23,0,652,090098,TAFI DEL VALLE,Tucumán,22,0
4,2215,1517,6054,42,18,1029,39,2,268,141278,1342,3085,98,167,198,162,139,147,14838,104,278,879,502,4,49,43,93,30535,090084,CAPITAL,Tucumán,376,157
0,116,183,606,6,34,91,1,21,14,19284,89,256,3,5,1,14,46,10,1298,10,38,196,10,7,15,0,8,5076,090021,CHICLIGASTA,Tucumán,21,6
0,58,87,545,0,6,23,45,47,14,18192,56,80,3,13,1,33,5,6,771,11,32,235,14,1,29,0,3,3370,090077,RIO CHICO,Tucumán,6,6
1,58,224,436,1,2,53,1,0,7,16088,60,102,2,5,18,12,6,10,1317,3,73,119,47,2,11,0,6,2728,090063,LULES,Tucumán,81,4
16,4,7,12,15,0,3,8,0,1,5118,6,18,2,0,0,5,37,5,94,4,2,19,2,0,1,10,2,676,090035,GRANEROS,Tucumán,20,2
23,63,135,631,1,0,186,4,0,18,19044,35,128,10,2,2,1,14,14,628,9,19,184,26,1,12,0,4,3601,090070,MONTEROS,Tucumán,12,1
0,22,60,243,1,1,98,35,0,8,22633,67,102,3,1,1,3,4,3,294,4,51,26,32,0,1,12,5,3860,090056,LEALES,Tucumán,6,2
0,91,58,269,31,0,82,4,0,3,12132,58,62,3,0,30,6,45,1,227,7,10,111,17,0,1,9,11,2147,090007,BURRUYACU,Tucumán,24,0
14,222,471,608,4,2,129,6,32,27,29838,196,356,7,15,10,18,38,9,2830,15,200,322,56,1,10,0,28,5073,090105,TAFI VIEJO,Tucumán,81,10
0,28,44,57,22,27,15,0,20,5,5380,25,21,2,0,0,4,36,1,167,0,3,17,7,1,1,15,0,1073,090049,LA COCHA,Tucumán,4,1
2,195,264,700,41,4,133,35,1,15,48011,153,336,31,2,6,27,18,25,1619,9,65,292,109,46,6,8,55,9436,090014,CRUZ ALTA,Tucumán,48,21
0,15,10,106,23,2,9,0,0,6,10419,12,50,7,39,0,11,25,25,190,2,4,19,15,23,49,0,0,1789,090091,SIMOCA,Tucumán,5,0
21,49,38,214,0,0,25,29,0,5,7716,30,143,14,0,9,5,3,6,379,5,33,112,13,18,6,0,3,2236,090042,ALBERDI,Tucumán,18,1
0,1300,164,912,0,7,476,4,1,124,92652,1367,1259,384,18,40,15,26,690,12574,119,47,132,420,5,1236,20,8,14550,062042,GENERAL ROCA,Rio Negro,4760,913
14,1,0,16,0,0,11,0,45,2,664,10,19,1,1,0,0,22,10,46,45,30,1,1,0,69,24,11,128,062049,9 DE JULIO,Rio Negro,373,9
0,154,121,70,39,12,47,3,2,5,7530,110,171,63,0,1,5,1,88,1119,2,21,15,65,12,122,0,1,2198,062014,AVELLANEDA,Rio Negro,438,165
45,11,2,21,0,0,31,0,0,41,1049,6,46,5,28,1,2,6,4,120,40,26,9,5,0,122,0,0,224,062084,VALCHETA,Rio Negro,276,8
1,798,120,282,1,17,414,2,0,92,28286,1160,595,617,10,55,11,20,312,6691,51,24,38,147,2,804,9,3,7385,062021,BARILOCHE,Rio Negro,3241,931
35,36,2,12,3,1,12,1,0,11,1218,46,55,23,0,1,0,0,18,257,3,0,3,4,0,95,0,1,242,062070,PILCANIYEU,Rio Negro,416,36
0,450,69,145,1,17,149,1,0,58,11536,292,347,199,1,12,29,22,192,3249,15,16,40,87,2,480,0,2,3377,062007,ADOLFO ALSINA,Rio Negro,1681,372
0,2,4,4,0,38,1,24,15,47,315,3,32,6,41,0,20,0,10,13,0,0,0,4,25,32,0,0,50,062056,ÑORQUINCO,Rio Negro,204,5
0,115,65,92,0,0,97,0,42,13,5795,239,106,70,6,3,1,3,73,1021,8,21,22,36,0,189,0,3,1521,062077,SAN ANTONIO,Rio Negro,760,110
0,3,7,16,0,2,8,0,44,0,648,3,14,1,0,0,12,0,7,55,3,35,49,9,26,71,0,0,185,062035,EL CUY,Rio Negro,255,1
0,12,11,55,0,0,17,0,0,2,2542,19,87,9,21,23,1,0,24,248,0,2,1,4,0,207,4,3,620,062091,25 DE MAYO,Rio Negro,1168,40
0,132,8,18,19,30,25,33,45,11,3826,105,84,80,3,2,2,1,56,689,0,3,6,22,0,25,0,24,873,062063,PICHI MAHUIDA,Rio Negro,127,58
0,51,14,18,39,0,42,40,10,1,1066,35,16,20,1,3,1,2,31,238,1,1,2,4,0,19,0,46,404,062028,CONESA,Rio Negro,58,60
0,0,1,15,0,45,3,0,0,0,1303,2,17,1,0,43,2,36,4,37,0,0,35,1,0,21,0,0,267,070112,Ullum,San Juan,20,0
2,166,32,503,4,29,170,4,2,36,22007,319,383,97,5,17,25,10,132,5249,30,9,152,115,1,104,40,1,6494,070028,Capital,San Juan,287,184
22,12,45,47,0,1,24,1,1,0,9083,11,157,4,1,0,11,31,49,468,1,6,135,34,0,85,0,0,3338,070070,Pocito,San Juan,172,2
0,3,3,9,18,0,1,2,18,15,2343,11,25,4,0,30,38,25,26,91,1,1,14,5,38,14,0,0,553,070021,Calingasta,San Juan,35,2
0,0,0,8,35,2,1,39,0,36,1567,2,23,1,0,27,7,50,7,32,0,0,10,1,17,12,13,4,260,070133,Zonda,San Juan,1,1
0,61,56,227,31,4,63,2,26,1,29039,99,306,33,11,2,58,2,78,2291,5,13,533,100,0,101,25,0,7429,070077,Rawson,San Juan,332,42
47,5,10,22,0,2,4,0,0,0,7493,67,49,32,6,0,38,0,9,146,0,2,71,33,13,11,0,9,1011,070007,Albardón,San Juan,61,2
6,14,4,38,0,10,18,2,0,21,6169,10,35,1,0,1,7,34,11,199,0,5,56,6,0,29,5,0,1247,070105,Sarmiento,San Juan,46,5
42,2,18,4,0,0,1,3,11,3,1841,1,15,1,9,41,2,0,2,46,35,0,6,1,27,25,0,0,352,070049,Iglesia,San Juan,10,2
0,1,5,36,0,0,11,47,0,4,2151,5,23,2,1,0,7,0,6,58,19,1,21,5,45,17,0,1,761,070063,9 de Julio,San Juan,45,0
8,2,1,13,11,0,2,1,0,48,4042,1,17,1,1,2,1,24,2,58,19,0,105,1,44,48,10,22,1368,070126,25 de Mayo,San Juan,56,0
34,5,43,22,0,0,8,0,17,2,5153,18,81,1,1,14,37,0,7,173,33,4,203,22,17,11,36,0,1309,070056,Jachal,San Juan,37,8
21,1,1,27,0,37,9,40,36,1,3055,2,27,1,0,0,3,20,21,152,0,0,48,1,36,9,0,1,802,070091,San Martín,San Juan,15,1
27,4,38,43,0,0,3,2,13,0,2440,1,14,25,1,0,5,25,8,71,31,2,22,14,17,10,0,0,593,070014,Angaco,San Juan,6,1
0,88,55,241,40,11,85,5,1,14,24094,171,242,32,2,1,25,1,70,2049,7,8,173,49,0,62,25,2,5011,070084,Rivadavia,San Juan,200,48
0,29,40,77,0,1,55,0,46,2,25324,54,204,11,10,2,38,0,36,792,5,9,400,43,26,88,15,17,3661,070042,Chimbas,San Juan,279,16
14,1,1,9,0,0,4,0,0,17,2294,48,5,1,3,41,5,40,1,43,23,36,40,2,45,1,35,15,481,070119,Valle Fértil,San Juan,30,0
33,6,11,83,0,13,10,1,18,0,8822,16,123,5,10,27,48,0,22,384,1,46,164,11,0,74,0,22,2094,070035,Caucete,San Juan,80,7
0,31,22,118,0,3,24,1,22,3,12940,52,92,28,5,1,17,2,86,962,8,6,117,68,1,31,16,1,3028,070098,Santa Lucia,San Juan,109,28
1,597,663,981,22,6,352,21,7,50,53064,1610,855,251,42,82,27,30,617,20453,217,241,270,665,4,24,6,29,11873,002028,COMUNA N° 4,Capital Federal,317,672
3,1032,467,1009,18,3,454,107,162,106,43594,2619,1002,516,29,424,29,30,598,22546,331,114,148,578,5,22,0,17,7167,002049,COMUNA N° 7,Capital Federal,565,1265
0,551,274,530,15,8,321,19,31,49,29908,1598,789,254,48,55,23,16,654,20144,270,75,108,423,2,16,33,4,7692,002063,COMUNA N° 9,Capital Federal,428,566
3,3299,255,1533,17,10,1041,128,14,169,38781,5194,1633,1238,51,444,31,111,904,23992,461,49,127,526,4,25,0,20,9602,002098,COMUNA N°14,Capital Federal,237,3435
2,1735,217,966,10,2,1023,38,6,207,31650,2782,1697,879,23,260,13,57,751,17753,228,40,127,361,6,14,37,12,8851,002014,COMUNA N° 2,Capital Federal,205,1959
1,1362,418,729,8,6,553,124,38,78,32144,3583,953,500,40,213,28,42,697,21304,523,156,148,475,4,31,0,16,6519,002035,COMUNA N° 5,Capital Federal,236,1805
5,1832,134,992,12,4,506,96,19,75,31462,3750,1253,468,46,192,26,40,714,26139,357,46,131,415,1,14,0,13,6461,002077,COMUNA N°11,Capital Federal,161,1729
7,2890,170,1611,31,8,1072,189,14,206,26795,5576,1451,1388,34,489,31,86,1042,28645,638,48,119,459,3,31,39,16,9667,002091,COMUNA N°13,Capital Federal,257,3681
3,975,177,1016,18,4,463,65,59,69,27835,2237,866,343,37,172,21,27,515,19109,308,30,88,447,4,21,0,13,5713,002070,COMUNA N°10,Capital Federal,243,1081
1,2285,199,1129,19,9,604,96,13,61,39678,5859,982,860,43,346,24,67,522,18863,411,55,173,386,1,26,6,8,5834,002105,COMUNA N°15,Capital Federal,196,2945
3,1550,112,828,25,4,585,109,11,80,25116,2980,928,739,50,157,23,40,1112,25804,308,45,119,516,2,18,0,11,6074,002084,COMUNA N°12,Capital Federal,166,1642
2,1641,636,1049,10,6,533,144,49,75,39006,2837,1229,596,35,354,23,43,664,18631,359,208,283,290,7,20,32,18,10167,002021,COMUNA N° 3,Capital Federal,292,1611
1,536,398,473,8,3,353,9,8,17,33263,1148,698,214,33,25,24,13,391,12051,91,89,182,374,0,33,0,28,10001,002056,COMUNA N° 8,Capital Federal,612,418
26,1186,614,654,11,3,777,89,15,128,52990,2488,1622,560,30,137,20,28,690,18953,277,229,224,578,5,26,0,23,10293,002007,COMUNA N° 1,Capital Federal,303,1498
0,1039,219,704,18,4,607,90,38,54,33318,3445,1205,456,30,154,30,50,553,17311,386,46,83,479,1,20,0,14,7068,002042,COMUNA N° 6,Capital Federal,175,1887
45,15,2,48,21,11,71,0,0,3,3289,24,81,21,2,1,1,2,46,1419,1,2,0,34,0,95,0,19,1018,006385,GENERAL VIAMONTE,Buenos Aires,130,40
22,78,1,35,0,44,47,3,18,5,1950,35,97,60,2,4,9,0,51,967,3,1,1,50,36,9,0,1,663,006343,GENERAL PAZ,Buenos Aires,10,14
0,39,3,52,38,0,46,13,0,2,3773,32,91,34,0,2,2,0,33,1175,7,1,6,25,1,4,50,0,798,006329,LAS HERAS,Buenos Aires,32,34
15,100,1,29,0,9,26,41,0,37,1539,32,51,51,44,10,2,1,17,794,0,1,1,6,12,3,0,1,436,006553,MONTE HERMOSO,Buenos Aires,19,59
42,13,0,7,4,31,40,0,8,1,995,17,61,17,2,0,0,2,15,517,16,1,28,3,38,0,0,0,441,006466,LEZAMA,Buenos Aires,3,22
0,132,1,51,11,0,76,0,1,17,5164,108,137,46,0,1,4,41,88,3787,18,1,16,19,2,0,0,1,1159,006707,SALADILLO,Buenos Aires,7,34
1,86,9,65,34,44,50,42,36,13,4261,46,64,27,1,0,1,4,52,1603,3,1,4,61,1,1,5,1,959,006574,NAVARRO,Buenos Aires,4,23
